0.000000000000000000e+00,1.207775375552325059e+00,-1.464608647080796744e-01
1.000000000000000000e+00,3.816196540176773899e-01,-1.028583090647663401e-01
2.000000000000000000e+00,-5.349848087150164133e-01,-4.275054707226765699e-02
3.000000000000000000e+00,-1.231240468816135802e+00,4.402689804774277682e-02
4.000000000000000000e+00,-1.528613580763686031e+00,1.101977572831510238e-01
5.000000000000000000e+00,-1.324692631620544736e+00,1.286939072149076990e-01
6.000000000000000000e+00,-7.578866818451814868e-01,1.195930703917071070e-01
7.000000000000000000e+00,8.965436707911167424e-02,5.590481905912544902e-02
8.000000000000000000e+00,8.787240190508081028e-01,-1.479806159810340138e-02
9.000000000000000000e+00,1.389285498069014579e+00,-7.002980507587730497e-02
1.000000000000000000e+01,1.426208364551440289e+00,-1.147035313783796723e-01
1.100000000000000000e+01,1.031989551154953499e+00,-1.311161273390915039e-01
1.200000000000000000e+01,3.317428904912304022e-01,-8.489751256853127204e-02
1.300000000000000000e+01,-4.190007598956049240e-01,-3.141745309327596131e-02
1.400000000000000000e+01,-9.779095582117587337e-01,3.677946264520368796e-02
1.500000000000000000e+01,-1.270126248764166466e+00,8.376814331876032693e-02
1.600000000000000000e+01,-1.178546132176045980e+00,9.724803725560419998e-02
1.700000000000000000e+01,-7.407095700760474299e-01,8.620497530523756058e-02
1.800000000000000000e+01,-1.207645863814977849e-01,5.863449162711492635e-02
1.900000000000000000e+01,4.604729009495952541e-01,1.002670786256169497e-02
2.000000000000000000e+01,8.808297057258991369e-01,-4.386315322572012509e-02
2.100000000000000000e+01,1.034960012576135568e+00,-9.238964919879079363e-02
2.200000000000000000e+01,8.696758640045175737e-01,-7.541038632404518938e-02
2.300000000000000000e+01,3.900599520522248786e-01,-6.920421932439205226e-02
2.400000000000000000e+01,-1.415540747726375947e-01,-3.318531727016732491e-02
2.500000000000000000e+01,-5.715915078975640773e-01,3.359037259836682165e-03
2.600000000000000000e+01,-8.368131848265125683e-01,5.895156742583210208e-02
2.700000000000000000e+01,-8.285410059646683978e-01,7.225058477107451638e-02
2.800000000000000000e+01,-5.336827294931749677e-01,7.726410908294902014e-02
2.900000000000000000e+01,-1.136147380019694175e-01,3.500480483747665794e-02
3.000000000000000000e+01,3.582294829726592189e-01,3.531572333805005522e-03
3.100000000000000000e+01,7.245502055320470758e-01,-4.947168348942147797e-02
3.200000000000000000e+01,9.172682678597090522e-01,-6.104705366917737713e-02
3.300000000000000000e+01,8.418522570014507211e-01,-8.947711215228193460e-02
3.400000000000000000e+01,4.837863554885679651e-01,-8.866544157818199989e-02
3.500000000000000000e+01,-3.873445086829130357e-03,-5.015336350703620411e-02
3.600000000000000000e+01,-4.897886956748099818e-01,-6.143923246998889143e-03
3.700000000000000000e+01,-7.536209730956731079e-01,3.960678192301777395e-02
3.800000000000000000e+01,-8.489933377518117386e-01,6.709207009944005706e-02
3.900000000000000000e+01,-6.880800935260100726e-01,7.527032385696565131e-02
4.000000000000000000e+01,-3.614344048389026565e-01,5.720459724337038920e-02
4.100000000000000000e+01,5.398974926515959227e-02,3.837959363239606958e-02
4.200000000000000000e+01,3.778577732128624578e-01,-1.098993704140332692e-02
4.300000000000000000e+01,5.677328606356961682e-01,-4.344981499099966060e-02
4.400000000000000000e+01,6.281931894697139196e-01,-5.752136338287688888e-02
4.500000000000000000e+01,4.594434470497114065e-01,-5.525847584312155308e-02
4.600000000000000000e+01,1.338964399649052173e-01,-3.121561424648924138e-02
4.700000000000000000e+01,-2.082669691273946189e-01,-1.237050534115120143e-02
4.800000000000000000e+01,-4.972823571866121783e-01,-5.768563043129990020e-04
4.900000000000000000e+01,-6.473237177772798168e-01,4.588557483676893034e-02
5.000000000000000000e+01,-5.526468606429191244e-01,4.848097558481084812e-02
5.100000000000000000e+01,-3.196037454729350191e-01,5.173633952358160093e-02
5.200000000000000000e+01,1.361571893435431502e-02,1.868492378395605544e-02
5.300000000000000000e+01,3.002914546323006140e-01,5.946655441088398789e-03
5.400000000000000000e+01,4.457289614975237235e-01,-1.763300207601861680e-02
5.500000000000000000e+01,4.778746065262291509e-01,-4.369185986434733632e-02
5.600000000000000000e+01,3.560732077126015360e-01,-4.205052677528397370e-02
5.700000000000000000e+01,8.248904177922788961e-02,-3.412875015152626312e-02
